agent_id,w_v1,w_v2,w_v3,n_preferences,cluster_kmeans,cluster_hierarchical,cluster_gmm
17937,0.2008179728006705,0.0145653501550572,0.7846166770442723,9,2,2,1
17971,0.0,0.1311137771745484,0.8688862228254516,9,2,2,0
17975,0.868386754262408,0.0,0.1316132457375919,9,1,1,2
18040,0.0,0.1206814102826906,0.8793185897173094,9,2,2,0
18219,0.0,0.5987890389787429,0.4012109610212571,9,0,0,0
18251,0.1015118996624909,0.0,0.898488100337509,9,2,2,2
18255,0.0,0.0553044355282337,0.9446955644717662,9,2,2,0
18272,0.7529043309963274,0.0,0.2470956690036727,9,1,1,2
18509,0.0,0.0330145528221818,0.9669854471778182,9,2,2,0
18557,0.0,0.0688157425679584,0.9311842574320416,9,2,2,0
18614,0.89091196996586,0.10908803003414,0.0,9,1,1,1
18650,0.0499313481648955,0.0107073541239104,0.939361297711194,9,2,2,1
18674,0.4437573641822314,0.0,0.5562426358177686,9,2,1,2
18697,0.3912373036286399,0.0,0.60876269637136,9,2,2,2
18762,0.0,0.0100925434672783,0.9899074565327216,9,2,2,0
18778,0.1096151230991151,0.0114195193667043,0.8789653575341805,9,2,2,1
18785,0.7141540901092216,0.0,0.2858459098907785,9,1,1,2
18790,1.0,0.0,0.0,9,1,1,2
18805,0.0,0.0134440269459449,0.9865559730540552,9,2,2,0
18852,0.0,0.0695332566503063,0.9304667433496936,9,2,2,0
18859,0.0,0.0552999684327367,0.9447000315672632,9,2,2,0
18875,0.0,0.0422645951292782,0.9577354048707218,9,2,2,0
18878,1.0,0.0,0.0,9,1,1,2
18893,0.0,0.062458047831183,0.937541952168817,9,2,2,0
18942,0.8531469674488202,0.1468530325511798,0.0,9,1,1,1
18967,0.0,0.0404544211602166,0.9595455788397832,9,2,2,0
18968,1.0,0.0,0.0,9,1,1,2
18991,0.1568607424987372,0.0,0.8431392575012626,9,2,2,2
18997,0.0,0.2455468935612997,0.7544531064387003,9,2,2,0
19001,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,1,1,1
19002,0.0,1.0,0.0,9,0,0,0
19028,1.0,0.0,0.0,9,1,1,2
19203,0.8357400652765263,0.0,0.1642599347234737,9,1,1,2
19237,0.0,0.0809172583360089,0.9190827416639912,9,2,2,0
19239,0.0,0.2156641663413998,0.7843358336586002,9,2,2,0
19251,0.3333333333333333,0.3333333333333333,0.3333333333333333,9,1,1,1
19295,0.3483108841802722,0.2756423640262854,0.3760467517934423,9,1,1,1
19353,0.0,0.0936138909740925,0.9063861090259074,9,2,2,0
19398,0.5006208508515452,0.0,0.4993791491484548,9,1,1,2
19401,0.0,0.1761978451455633,0.8238021548544366,9,2,2,0
19409,0.0561276218333243,0.0,0.9438723781666756,9,2,2,2
19422,0.0,0.0784471718545968,0.9215528281454032,9,2,2,0
19438,0.0,0.0265631537802958,0.9734368462197042,9,2,2,0
19470,0.7904379034544436,0.0,0.2095620965455562,9,1,1,2
19539,0.0,0.2561711241092956,0.7438288758907042,9,2,2,0
19646,0.0,0.2141822612298602,0.7858177387701398,9,2,2,0
19691,0.011286518267025,0.0,0.988713481732975,9,2,2,2
19712,0.0,0.0114988884187745,0.9885011115812256,9,2,2,0
19745,0.9972447492321388,0.0,0.0027552507678613,9,1,1,2
19855,0.0,0.0241631696935692,0.9758368303064308,9,2,2,0
19868,0.0,0.0167313947794585,0.9832686052205416,9,2,2,0
19888,0.0,0.0782084193581025,0.9217915806418976,9,2,2,0
19890,0.0,0.0967555520721242,0.9032444479278756,9,2,2,0
19901,0.0766296916498482,0.0804331490304427,0.842937159319709,9,2,2,1
19902,0.0,0.037096681691899,0.9629033183081008,9,2,2,0
19904,1.0,0.0,0.0,9,1,1,2
20010,0.0,0.5146623423985196,0.4853376576014804,9,0,0,0
20063,0.0,0.3653443893757924,0.6346556106242077,9,2,0,0
20094,0.8012936238338342,0.0,0.1987063761661658,9,1,1,2
20100,0.0718161291720055,0.2856820585213557,0.6425018123066388,9,2,2,1
20108,0.0,0.2613981160924471,0.7386018839075529,9,2,2,0
20109,0.0688067247540122,0.0,0.9311932752459878,9,2,2,2
20128,0.0,0.0790017572231097,0.9209982427768902,9,2,2,0
20149,0.0,0.032068359989691,0.9679316400103088,9,2,2,0
20161,0.0,0.03084413594678,0.96915586405322,9,2,2,0
20298,0.8290538500358701,0.0,0.1709461499641299,9,1,1,2
20304,0.0,0.4820151600704112,0.5179848399295888,9,0,0,0
20323,0.9726283266720632,0.0,0.0273716733279368,9,1,1,2
20352,0.0,0.2893068316726458,0.7106931683273541,9,2,2,0
20391,0.0,0.0697930609380062,0.9302069390619938,9,2,2,0
20455,0.5871132532065009,0.0,0.4128867467934991,9,1,1,2
20469,0.7640779052198723,0.2359220947801277,0.0,9,1,1,1
20521,0.0,0.5611855457770992,0.4388144542229008,9,0,0,0
20572,0.0,0.0415852269270816,0.9584147730729182,9,2,2,0
20597,0.1489784115541769,0.0,0.8510215884458231,9,2,2,2
20676,0.537999093096496,0.0,0.462000906903504,9,1,1,2
20696,0.0866769501676989,0.0,0.913323049832301,9,2,2,2
20697,0.0,0.1185030474844468,0.8814969525155533,9,2,2,0
20808,0.0,0.0940568127041172,0.9059431872958827,9,2,2,0
20818,0.0,0.0442228262007934,0.9557771737992063,9,2,2,0
20836,0.8659347876100847,0.1340652123899154,0.0,9,1,1,1
21044,0.0,1.0,0.0,9,0,0,0
21120,0.0,1.0,0.0,9,0,0,0
21146,1.0,0.0,0.0,9,1,1,2
21199,0.3050764932849071,0.0310250291617167,0.6638984775533763,9,2,2,1
21289,0.7092839183865426,0.0083340638543236,0.2823820177591337,9,1,1,1
21458,1.0,0.0,0.0,9,1,1,2
21492,0.0,0.5253309986500179,0.4746690013499821,9,0,0,0
21500,0.0,0.0144814614015887,0.9855185385984112,9,2,2,0
21509,0.0,0.3682693429974972,0.6317306570025027,9,2,0,0
21577,0.0,0.077025495249959,0.9229745047500408,9,2,2,0
21589,0.0746735962826985,0.0623817327556396,0.8629446709616618,9,2,2,1
21619,0.6840171850216834,0.0605200941190448,0.2554627208592716,9,1,1,1
21620,0.0043781573437375,0.0543347415021185,0.9412871011541436,9,2,2,1
21623,0.9939836425735824,0.0060163574264175,0.0,9,1,1,1
21694,1.0,0.0,0.0,9,1,1,2
21712,0.0,0.0317953888325299,0.96820461116747,9,2,2,0
21749,1.0,0.0,0.0,9,1,1,2
21756,0.0,0.1036144755102746,0.8963855244897252,9,2,2,0
21818,0.205242553378751,0.0,0.7947574466212489,9,2,2,2
21835,0.2508346033468117,0.1031498787033156,0.6460155179498728,9,2,2,1
21846,0.0,0.342484396160558,0.657515603839442,9,2,0,0
21857,0.0645575900638819,0.0,0.935442409936118,9,2,2,2
21912,1.0,0.0,0.0,9,1,1,2
21922,0.0,0.1258242446198867,0.8741757553801133,9,2,2,0
21947,0.0,0.4175792722240354,0.5824207277759647,9,2,0,0
21952,0.2274609200925293,0.0,0.7725390799074707,9,2,2,2
21955,0.7990866116463039,0.2009133883536961,0.0,9,1,1,1
22003,0.0,0.0350239251327032,0.9649760748672968,9,2,2,0
22035,1.0,0.0,0.0,9,1,1,2
22067,0.0,0.4681411522151867,0.5318588477848133,9,0,0,0
22092,0.0,0.0338501971260806,0.9661498028739192,9,2,2,0
22169,0.859243275073025,0.0,0.1407567249269749,9,1,1,2
22186,0.2588568637412489,0.0,0.7411431362587511,9,2,2,2
22208,0.1495164332541881,0.137962251235844,0.7125213155099679,9,2,2,1
22220,0.0088294597741279,0.0270315130637119,0.9641390271621602,9,2,2,1
22265,0.7789604166214137,0.2210395833785863,0.0,9,1,1,1
22277,1.0,0.0,0.0,9,1,1,2
22278,0.0,0.5420613874064931,0.4579386125935069,9,0,0,0
22309,0.0,0.0,1.0,9,2,2,0
22321,0.0,0.0624518007500632,0.9375481992499368,9,2,2,0
22377,0.716932244786178,0.0,0.283067755213822,9,1,1,2
22384,0.0,0.0967127525896209,0.903287247410379,9,2,2,0
22403,0.3833753949001779,0.0,0.6166246050998221,9,2,2,2
22410,0.0,0.0636328078236272,0.9363671921763728,9,2,2,0
22439,0.5262813582660063,0.0,0.4737186417339937,9,1,1,2
22455,0.3429589262964583,0.0,0.6570410737035417,9,2,2,2
22473,0.0,0.0660830271950621,0.9339169728049378,9,2,2,0
22498,0.0567023076444841,0.0,0.943297692355516,9,2,2,2
22506,0.3079805603471874,0.0,0.6920194396528125,9,2,2,2
22580,0.0,1.0,0.0,9,0,0,0
22583,0.4676885712378927,0.0,0.5323114287621072,9,1,1,2
22586,0.0,0.044208643481184,0.955791356518816,9,2,2,0
22599,0.2206127583527387,0.0,0.7793872416472613,9,2,2,2
22616,0.0964215329808894,0.0,0.9035784670191106,9,2,2,2
22644,0.0,0.1538248913730037,0.8461751086269963,9,2,2,0
22662,0.0,0.0920131353389351,0.9079868646610648,9,2,2,0
22682,0.0,0.145076755496148,0.8549232445038519,9,2,2,0
22762,0.0,0.065957019993723,0.934042980006277,9,2,2,0
22779,0.0,0.0442388099115949,0.9557611900884052,9,2,2,0
22820,0.7780102992710841,0.0,0.2219897007289158,9,1,1,2
22881,0.0,0.0277533752862201,0.97224662471378,9,2,2,0
22930,0.0,0.1332673756919553,0.8667326243080447,9,2,2,0
22933,0.8623210601978591,0.1376789398021409,0.0,9,1,1,1
22961,0.0,1.0,0.0,9,0,0,0
23024,0.0,0.1450354183144953,0.8549645816855046,9,2,2,0
23062,0.0,0.7720069590571864,0.2279930409428135,9,0,0,0
23066,0.0,0.0053109096216912,0.9946890903783088,9,2,2,0
23147,0.1033701031272584,0.0,0.8966298968727415,9,2,2,2
23157,0.3832189274874659,0.0100260539693167,0.6067550185432172,9,2,2,1
23197,0.0,0.0255762847876293,0.9744237152123708,9,2,2,0
23220,0.0,0.065670191395585,0.934329808604415,9,2,2,0
23233,1.0,0.0,0.0,9,1,1,2
23321,0.0,1.0,0.0,9,0,0,0
23352,0.4423856339559251,0.0,0.557614366044075,9,2,1,2
23362,1.0,0.0,0.0,9,1,1,2
23372,0.0,0.118027762326959,0.8819722376730409,9,2,2,0
23386,0.0,0.0442388175629173,0.9557611824370826,9,2,2,0
23464,0.0073639079703,0.0270374659049526,0.9655986261247472,9,2,2,1
23480,0.0,0.0688767091277215,0.9311232908722784,9,2,2,0
23497,1.0,0.0,0.0,9,1,1,2
23507,0.5128584666571323,0.4871415333428677,0.0,9,0,1,1
23586,0.4275321338588203,0.0,0.5724678661411796,9,2,1,2
23629,0.0,0.01502087440163,0.98497912559837,9,2,2,0
23885,1.0,0.0,0.0,9,1,1,2
23934,0.1166010415491578,0.0,0.883398958450842,9,2,2,2
23939,0.0,1.0,0.0,9,0,0,0
24281,0.3248532964780539,0.0,0.6751467035219461,9,2,2,2
24286,0.0,0.0354259967168741,0.9645740032831258,9,2,2,0
24440,1.0,0.0,0.0,9,1,1,2
24487,0.0,0.0471627037709065,0.9528372962290936,9,2,2,0
24525,1.0,0.0,0.0,9,1,1,2
24627,0.489170619196383,0.0,0.510829380803617,9,1,1,2
24785,1.0,0.0,0.0,9,1,1,2
25041,0.0,1.0,0.0,9,0,0,0
25043,0.5057437856424567,0.0635748583322093,0.430681356025334,9,1,1,1
73901,0.1869746113931893,0.0080183771518759,0.8050070114549348,9,2,2,1
75131,0.0,0.1519800832031861,0.8480199167968138,9,2,2,0
76584,0.0,0.2567622453739606,0.7432377546260394,9,2,2,0
76862,1.0,0.0,0.0,9,1,1,2
77558,0.0,0.0809878014251112,0.9190121985748888,9,2,2,0
77581,0.0,0.1452394552368999,0.8547605447631,9,2,2,0
77919,0.0742966233828965,0.0,0.9257033766171034,9,2,2,2
78194,0.0785214004831576,0.0,0.9214785995168424,9,2,2,2
78677,0.0,0.7792171568756089,0.2207828431243911,9,0,0,0
79045,1.0,0.0,0.0,9,1,1,2
79386,0.0,0.0900620057662188,0.9099379942337812,9,2,2,0
79809,0.6935547852941175,0.0,0.3064452147058825,9,1,1,2
80438,1.0,0.0,0.0,9,1,1,2
80546,0.0,0.0309133712827373,0.9690866287172626,9,2,2,0
80781,0.0,1.0,0.0,9,0,0,0
81503,0.5637808242084328,0.0,0.4362191757915673,9,1,1,2
82028,0.0922769733249195,0.0,0.9077230266750804,9,2,2,2
82040,0.0,0.0087382350507286,0.9912617649492712,9,2,2,0
82401,0.0,1.0,0.0,9,0,0,0
82559,0.7039795433093758,0.0,0.2960204566906241,9,1,1,2
82613,0.6182413363279402,0.0,0.3817586636720598,9,1,1,2
84197,0.1624860669681445,0.0,0.8375139330318555,9,2,2,2
84391,0.4580322000706696,0.0144153104019622,0.5275524895273681,9,1,1,1
84392,0.0,0.035152435999845,0.964847564000155,9,2,2,0
84525,0.0118374588712081,0.0,0.988162541128792,9,2,2,2
